20183011	2018-08-26 10:19:00.430
20160294	2018-08-26 10:18:59.790
275	2018-08-26 10:19:05.791
20180046	2018-08-26 10:19:07.290
479	2018-08-26 10:19:16.792
20160183	2018-08-26 10:19:40.792
20181887	2018-08-26 10:19:57.544
539	2018-08-26 10:19:58.294
20181005	2018-08-26 10:20:10.550
20185555	2018-08-26 10:20:27.430
20180123	2018-08-26 10:20:27.800
458	2018-08-26 10:20:37.544
474	2018-08-26 10:20:44.450
472	2018-08-26 10:21:02.547
20181006	2018-08-26 10:21:05.295
471	2018-08-26 10:21:07.800
323	2018-08-26 10:21:17.295
329	2018-08-26 10:21:40.470
414	2018-08-26 10:21:50.296
20181305	2018-08-26 10:21:53.797
20181104	2018-08-26 10:21:57.799
20160988	2018-08-26 10:22:00.298
20182806	2018-08-26 10:22:03.549
20181022	2018-08-26 10:22:04.298
20181910	2018-08-26 10:22:05.801
20182607	2018-08-26 10:22:05.803
20160004	2018-08-26 10:22:09.547
191	2018-08-26 10:22:30.298
20160157	2018-08-26 10:22:39.549
247	2018-08-26 10:22:43.552
236	2018-08-26 10:22:49.530
20181711	2018-08-26 10:22:52.306
20181517	2018-08-26 10:22:57.500
526	2018-08-26 10:23:00.311
514	2018-08-26 10:23:07.520
20180112	2018-08-26 10:23:08.801
20181010	2018-08-26 10:23:20.856
20180983	2018-08-26 10:23:25.510
20180137	2018-08-26 10:23:25.559
20161103	2018-08-26 10:23:38.553
20181014	2018-08-26 10:24:01.530
20160020	2018-08-26 10:24:01.561
20160075	2018-08-26 10:24:11.554
20160037	2018-08-26 10:24:11.313
237	2018-08-26 10:24:12.555
413	2018-08-26 10:24:13.804
398	2018-08-26 10:24:15.308
421	2018-08-26 10:24:14.807
302	2018-08-26 10:24:19.810
443	2018-08-26 10:24:32.305
20180213	2018-08-26 10:24:34.860
341	2018-08-26 10:24:33.813
425	2018-08-26 10:24:34.850
20180023	2018-08-26 10:24:35.812
20185388	2018-08-26 10:24:38.561
532	2018-08-26 10:24:44.570
19	2018-08-26 10:24:47.306
96	2018-08-26 10:24:47.561
558	2018-08-26 10:25:10.557
148	2018-08-26 10:25:13.570
20180084	2018-08-26 10:25:14.315
20182980	2018-08-26 10:25:22.650
450	2018-08-26 10:25:23.580
20182606	2018-08-26 10:25:27.816
244	2018-08-26 10:25:44.311
20180695	2018-08-26 10:25:48.316
20180804	2018-08-26 10:25:49.310
517	2018-08-26 10:25:51.816
369	2018-08-26 10:25:58.566
20186784	2018-08-26 10:26:00.811
20181412	2018-08-26 10:26:01.680
20182105	2018-08-26 10:26:03.310
20181576	2018-08-26 10:26:13.311
390	2018-08-26 10:26:17.560
20160246	2018-08-26 10:26:23.810
575	2018-08-26 10:26:31.313
530	2018-08-26 10:26:32.559
20180711	2018-08-26 10:26:33.810
20180009	2018-08-26 10:26:38.312
454	2018-08-26 10:26:41.561
20182761	2018-08-26 10:26:44.310
143	2018-08-26 10:26:55.813
20180206	2018-08-26 10:26:56.312
20180902	2018-08-26 10:27:13.630
20180333	2018-08-26 10:27:16.320
20160261	2018-08-26 10:27:16.819
20181001	2018-08-26 10:27:18.630
83	2018-08-26 10:27:20.818
20182803	2018-08-26 10:27:22.313
20160370	2018-08-26 10:27:22.570
2822722876	2018-08-26 10:27:22.812
20180777	2018-08-26 10:27:31.569
360	2018-08-26 10:27:39.565
352	2018-08-26 10:27:40.315
430	2018-08-26 10:27:52.565
544	2018-08-26 10:28:10.316
20181809	2018-08-26 10:28:18.847
20182209	2018-08-26 10:28:23.315
20180310	2018-08-26 10:28:27.816
549	2018-08-26 10:28:28.670
388	2018-08-26 10:28:29.822
293	2018-08-26 10:28:37.823
20180270	2018-08-26 10:28:53.913
85	2018-08-26 10:28:56.568
440	2018-08-26 10:28:56.820
525	2018-08-26 10:29:02.320
20184565	2018-08-26 10:29:17.320
20181965	2018-08-26 10:29:20.320
20160140	2018-08-26 10:29:21.819
20160122	2018-08-26 10:29:30.700
547	2018-08-26 10:29:31.569
264	2018-08-26 10:29:32.318
243	2018-08-26 10:29:45.320
570	2018-08-26 10:29:52.570
391	2018-08-26 10:29:57.327
20180694	2018-08-26 10:30:02.760
20180259	2018-08-26 10:30:08.581
554	2018-08-26 10:30:08.589
20180010	2018-08-26 10:30:13.820
556	2018-08-26 10:30:14.820
372	2018-08-26 10:30:19.571
566	2018-08-26 10:30:21.328
20182504	2018-08-26 10:30:22.710
20182704	2018-08-26 10:30:40.572
20182862	2018-08-26 10:30:56.821
1700532	2018-08-26 10:31:50.575
20180268	2018-08-26 10:31:56.825
20180789	2018-08-26 10:32:00.825
20160298	2018-08-26 10:32:12.880
20160017	2018-08-26 10:32:16.325
20180403	2018-08-26 10:32:17.583
20160057	2018-08-26 10:32:25.333
20181973	2018-08-26 10:32:38.584
177	2018-08-26 10:32:40.827
214	2018-08-26 10:32:45.327
392	2018-08-26 10:33:11.579
20180315	2018-08-26 10:33:43.880
335	2018-08-26 10:33:43.837
235	2018-08-26 10:33:56.810
305	2018-08-26 10:34:16.581
20180166	2018-08-26 10:34:20.581
354	2018-08-26 10:34:30.586
211	2018-08-26 10:34:58.335
20180283	2018-08-26 10:35:06.910
20180309	2018-08-26 10:35:06.338
20180272	2018-08-26 10:35:09.341
290	2018-08-26 10:35:29.837
132	2018-08-26 10:35:40.586
54633	2018-08-26 10:35:57.860
258	2018-08-26 10:36:11.870
20181966	2018-08-26 10:36:19.838
