133	2018-08-26 10:36:33.588
20181957	2018-08-26 10:36:45.890
232	2018-08-26 10:37:19.594
230	2018-08-26 10:37:21.840
190	2018-08-26 10:37:30.340
188	2018-08-26 10:37:39.349
64	2018-08-26 10:37:39.592
571	2018-08-26 10:38:03.593
186	2018-08-26 10:38:20.950
20180046	2018-08-26 10:39:17.970
20182003	2018-08-26 10:39:32.346
552	2018-08-26 10:40:05.101
2831153786	2018-08-26 10:40:34.850
479	2018-08-26 10:40:47.354
20181005	2018-08-26 10:41:11.853
482	2018-08-26 10:41:14.605
20160201	2018-08-26 10:41:29.106
20181887	2018-08-26 10:41:40.602
376	2018-08-26 10:41:44.853
20180074	2018-08-26 10:41:58.859
1576	2018-08-26 10:41:57.114
20180005	2018-08-26 10:42:00.364
20182811	2018-08-26 10:42:02.615
20181003	2018-08-26 10:42:04.358
458	2018-08-26 10:42:19.354
119	2018-08-26 10:42:30.862
474	2018-08-26 10:42:34.107
20180123	2018-08-26 10:42:34.606
485	2018-08-26 10:42:39.112
20180134	2018-08-26 10:42:46.862
471	2018-08-26 10:42:49.106
20185555	2018-08-26 10:42:54.605
497	2018-08-26 10:42:55.897
20160502	2018-08-26 10:43:01.355
472	2018-08-26 10:43:17.857
20160988	2018-08-26 10:43:46.861
20180999	2018-08-26 10:43:51.109
490	2018-08-26 10:44:18.361
414	2018-08-26 10:44:37.868
20182607	2018-08-26 10:44:46.861
20182806	2018-08-26 10:44:53.619
489	2018-08-26 10:44:55.616
476	2018-08-26 10:45:14.363
20181022	2018-08-26 10:45:34.866
20181910	2018-08-26 10:45:39.622
20181517	2018-08-26 10:46:08.367
20180060	2018-08-26 10:46:32.373
501	2018-08-26 10:46:32.866
498	2018-08-26 10:46:36.616
526	2018-08-26 10:46:56.624
503	2018-08-26 10:47:00.866
20180112	2018-08-26 10:47:02.619
487	2018-08-26 10:47:29.124
20160477	2018-08-26 10:47:39.132
20180137	2018-08-26 10:48:22.130
20161103	2018-08-26 10:48:26.873
398	2018-08-26 10:48:33.121
20160509	2018-08-26 10:48:55.125
532	2018-08-26 10:49:01.380
561	2018-08-26 10:49:06.131
421	2018-08-26 10:49:07.123
20180213	2018-08-26 10:49:17.125
443	2018-08-26 10:49:38.126
447	2018-08-26 10:50:22.626
491	2018-08-26 10:50:26.408
486	2018-08-26 10:50:30.635
450	2018-08-26 10:51:08.380
425	2018-08-26 10:51:23.141
20180804	2018-08-26 10:51:28.380
20182606	2018-08-26 10:51:57.130
376	2018-08-26 10:52:09.632
20180059	2018-08-26 10:52:19.383
517	2018-08-26 10:52:32.382
430	2018-08-26 10:52:40.132
20180810	2018-08-26 10:52:49.136
369	2018-08-26 10:53:27.386
20186784	2018-08-26 10:53:43.886
20180093	2018-08-26 10:53:46.886
20181071	2018-08-26 10:53:57.636
467	2018-08-26 10:54:06.137
20180003	2018-08-26 10:54:23.141
530	2018-08-26 10:54:43.888
457	2018-08-26 10:55:09.889
20181576	2018-08-26 10:55:18.150
20180902	2018-08-26 10:56:18.643
20182012	2018-08-26 10:56:20.893
436	2018-08-26 10:57:01.396
20181809	2018-08-26 10:57:03.153
20160488	2018-08-26 10:57:09.896
440	2018-08-26 10:57:39.650
20181905	2018-08-26 10:57:43.150
395	2018-08-26 10:57:44.150
20182209	2018-08-26 10:58:11.899
20180046	2018-08-26 10:59:13.401
20181005	2018-08-26 11:01:44.274
20180077	2018-08-26 11:01:49.327
20180972	2018-08-26 11:01:47.832
20180077	2018-08-26 11:01:49.827
551	2018-08-26 11:01:59.581
551	2018-08-26 11:02:01.336
20180404	2018-08-26 11:02:02.582
20180404	2018-08-26 11:02:05.840
20180404	2018-08-26 11:02:05.333
20181362	2018-08-26 11:02:40.835
20181362	2018-08-26 11:02:41.333
402	2018-08-26 11:02:55.586
402	2018-08-26 11:02:56.850
442	2018-08-26 11:03:30.582
419	2018-08-26 11:03:35.584
419	2018-08-26 11:03:37.839
419	2018-08-26 11:03:38.940
458	2018-08-26 11:03:41.587
458	2018-08-26 11:03:42.585
362	2018-08-26 11:03:56.350
20182603	2018-08-26 11:04:02.840
20182603	2018-08-26 11:04:04.890
527	2018-08-26 11:04:11.337
20180908	2018-08-26 11:04:11.837
527	2018-08-26 11:04:11.587
20180908	2018-08-26 11:04:12.841
20180121	2018-08-26 11:04:24.337
20180121	2018-08-26 11:04:26.590
20180403	2018-08-26 11:04:30.839
20180403	2018-08-26 11:04:32.342
20189999	2018-08-26 11:04:39.920
471	2018-08-26 11:04:44.970
474	2018-08-26 11:04:44.843
474	2018-08-26 11:04:45.870
437	2018-08-26 11:04:46.838
20180123	2018-08-26 11:04:59.870
516	2018-08-26 11:05:13.359
20185555	2018-08-26 11:05:24.880
20182304	2018-08-26 11:05:30.342
20182304	2018-08-26 11:05:30.839
472	2018-08-26 11:05:39.596
415	2018-08-26 11:06:09.591
392	2018-08-26 11:06:11.843
415	2018-08-26 11:06:11.346
392	2018-08-26 11:06:13.847
449	2018-08-26 11:06:17.341
417	2018-08-26 11:06:23.596
20182204	2018-08-26 11:06:23.844
20182204	2018-08-26 11:06:25.347
20180200	2018-08-26 11:06:25.843
20182204	2018-08-26 11:06:29.855
20181305	2018-08-26 11:06:31.598
20182204	2018-08-26 11:06:30.105
20181305	2018-08-26 11:06:32.103
470	2018-08-26 11:06:39.930
470	2018-08-26 11:06:39.341
20180999	2018-08-26 11:06:42.930
20180999	2018-08-26 11:06:43.950
20181506	2018-08-26 11:06:45.930
20181506	2018-08-26 11:06:46.598
463	2018-08-26 11:06:53.950
476	2018-08-26 11:07:00.950
429	2018-08-26 11:07:02.347
476	2018-08-26 11:07:01.970
429	2018-08-26 11:07:02.593
441	2018-08-26 11:07:13.940
441	2018-08-26 11:07:14.592
20182408	2018-08-26 11:07:27.847
20182408	2018-08-26 11:07:28.857
20182705	2018-08-26 11:07:30.631
20182705	2018-08-26 11:07:31.598
142	2018-08-26 11:07:45.593
20188687	2018-08-26 11:07:46.597
460	2018-08-26 11:07:48.970
20182806	2018-08-26 11:07:55.351
20182806	2018-08-26 11:07:56.980
354	2018-08-26 11:08:03.598
354	2018-08-26 11:08:04.849
20181910	2018-08-26 11:08:07.595
446	2018-08-26 11:08:15.846
20181171	2018-08-26 11:08:17.346
446	2018-08-26 11:08:16.356
20181171	2018-08-26 11:08:19.852
20181171	2018-08-26 11:08:21.950
20181171	2018-08-26 11:08:23.596
20181022	2018-08-26 11:08:48.100
20181022	2018-08-26 11:08:49.850
20182807	2018-08-26 11:08:56.349
20182807	2018-08-26 11:09:01.596
548	2018-08-26 11:09:18.109
531	2018-08-26 11:09:18.851
548	2018-08-26 11:09:19.110
531	2018-08-26 11:09:20.104
508	2018-08-26 11:09:30.850
508	2018-08-26 11:09:31.109
20180166	2018-08-26 11:09:51.824
20181601	2018-08-26 11:09:52.611
20182607	2018-08-26 11:09:51.860
20180166	2018-08-26 11:09:53.359
20181601	2018-08-26 11:09:53.770
20182607	2018-08-26 11:09:59.353
20182607	2018-08-26 11:10:01.604
20182607	2018-08-26 11:10:02.607
20182012	2018-08-26 11:10:03.856
20182607	2018-08-26 11:10:04.104
20182012	2018-08-26 11:10:06.361
20182607	2018-08-26 11:10:06.613
20182012	2018-08-26 11:10:07.851
20182012	2018-08-26 11:10:08.861
20182012	2018-08-26 11:10:11.109
526	2018-08-26 11:10:48.859
526	2018-08-26 11:10:49.102
475	2018-08-26 11:11:04.358
4593	2018-08-26 11:11:04.359
475	2018-08-26 11:11:04.602
20180411	2018-08-26 11:11:06.612
20180411	2018-08-26 11:11:07.109
20180056	2018-08-26 11:11:33.609
20160477	2018-08-26 11:11:33.856
20180056	2018-08-26 11:11:34.355
20160477	2018-08-26 11:11:35.136
20181212	2018-08-26 11:11:44.612
448	2018-08-26 11:11:47.856
20181711	2018-08-26 11:11:53.107
20181711	2018-08-26 11:11:53.619
20161103	2018-08-26 11:12:15.613
20161103	2018-08-26 11:12:15.877
2828428422	2018-08-26 11:12:15.869
459	2018-08-26 11:12:44.886
459	2018-08-26 11:12:46.612
20180137	2018-08-26 11:12:49.860
20180137	2018-08-26 11:12:51.130
445	2018-08-26 11:13:04.864
431	2018-08-26 11:13:05.366
445	2018-08-26 11:13:05.865
2898	2018-08-26 11:13:05.368
462	2018-08-26 11:13:16.112
466	2018-08-26 11:13:17.140
462	2018-08-26 11:13:17.382
466	2018-08-26 11:13:18.120
20181008	2018-08-26 11:13:39.864
20181008	2018-08-26 11:13:40.625
20180015	2018-08-26 11:13:42.861
20180015	2018-08-26 11:13:43.620
20180139	2018-08-26 11:14:01.865
20180159	2018-08-26 11:14:04.121
20180139	2018-08-26 11:14:04.379
20180159	2018-08-26 11:14:04.377
20180213	2018-08-26 11:14:08.614
20180213	2018-08-26 11:14:09.864
443	2018-08-26 11:14:20.119
443	2018-08-26 11:14:21.123
686	2018-08-26 11:14:27.616
686	2018-08-26 11:14:27.908
20181102	2018-08-26 11:15:08.117
20181102	2018-08-26 11:15:09.625
20181707	2018-08-26 11:15:10.620
20185388	2018-08-26 11:15:59.871
20185388	2018-08-26 11:16:00.871
20180080	2018-08-26 11:16:10.124
20180080	2018-08-26 11:16:10.897
20180403	2018-08-26 11:16:27.428
682	2018-08-26 11:16:32.620
682	2018-08-26 11:16:34.125
20180804	2018-08-26 11:16:38.871
20180804	2018-08-26 11:16:40.129
450	2018-08-26 11:16:53.126
450	2018-08-26 11:16:53.373
20180811	2018-08-26 11:17:20.123
20180001	2018-08-26 11:17:22.124
20180811	2018-08-26 11:17:21.122
447	2018-08-26 11:17:43.375
20184001	2018-08-26 11:19:34.884
20184001	2018-08-26 11:19:35.627
20180059	2018-08-26 11:19:38.132
20180059	2018-08-26 11:19:38.881
20181070	2018-08-26 11:19:46.166
438	2018-08-26 11:19:57.130
438	2018-08-26 11:19:58.385
517	2018-08-26 11:20:17.632
517	2018-08-26 11:20:19.132
517	2018-08-26 11:20:20.139
467	2018-08-26 11:21:03.384
467	2018-08-26 11:21:05.385
454	2018-08-26 11:21:05.635
467	2018-08-26 11:21:05.887
457	2018-08-26 11:22:42.142
457	2018-08-26 11:22:43.392
469	2018-08-26 11:22:45.886
469	2018-08-26 11:22:47.888
530	2018-08-26 11:23:00.639
530	2018-08-26 11:23:01.889
481	2018-08-26 11:23:25.142
481	2018-08-26 11:23:25.389
20182141	2018-08-26 11:23:30.639
20182141	2018-08-26 11:23:31.890
20182141	2018-08-26 11:23:35.395
512	2018-08-26 11:24:21.396
512	2018-08-26 11:24:26.394
20182704	2018-08-26 11:24:50.144
20182704	2018-08-26 11:24:51.142
20180059	2018-08-26 11:24:57.402
20180059	2018-08-26 11:24:58.155
20180059	2018-08-26 11:25:00.647
20180310	2018-08-26 11:25:10.395
473	2018-08-26 11:25:11.401
20180310	2018-08-26 11:25:11.403
440	2018-08-26 11:25:15.647
440	2018-08-26 11:25:17.647
439	2018-08-26 11:25:31.896
439	2018-08-26 11:25:32.644
20182005	2018-08-26 11:25:38.394
20182005	2018-08-26 11:25:39.144
20181576	2018-08-26 11:26:00.148
20181576	2018-08-26 11:26:00.404
436	2018-08-26 11:26:13.652
436	2018-08-26 11:26:15.150
20185555	2018-08-26 11:27:20.651
20185555	2018-08-26 11:27:23.904
20185555	2018-08-26 11:27:24.410
20185555	2018-08-26 11:27:26.660
20180888	2018-08-26 11:27:51.404
20180888	2018-08-26 11:27:51.648
534	2018-08-26 11:28:14.159
534	2018-08-26 11:28:14.410
20182212	2018-08-26 11:29:08.159
20182212	2018-08-26 11:29:09.659
20182005	2018-08-26 11:29:13.155
20182005	2018-08-26 11:29:13.925
20182005	2018-08-26 11:29:16.410
20182603	2018-08-26 11:30:31.406
515	2018-08-26 11:30:48.157
20180266	2018-08-26 11:31:19.667
20160509	2018-08-26 11:31:21.668
20180266	2018-08-26 11:31:20.172
20160509	2018-08-26 11:31:23.166
20180312	2018-08-26 11:34:26.920
20180312	2018-08-26 11:34:27.926
20180123	2018-08-26 11:35:47.179
20180123	2018-08-26 11:35:47.928
20182105	2018-08-26 11:36:36.424
20182105	2018-08-26 11:36:36.682
20180121	2018-08-26 11:37:21.179
20180121	2018-08-26 11:37:23.681
20180121	2018-08-26 11:37:23.927
20181362	2018-08-26 11:38:50.430
